Q,AMO.1506.63.158,AMORE                                                       ,Modern                                                           ,Amore is a range of bright reds and yellows. Superb quality with a beautiful finish; this range is a range you will simply fall in love with.                                                                                                             ,Heat set polypropylene frise; machine made.                                                                                                                                                                                                               ,Non-shedding; highly stain resistant; durable; tight weave; soft under foot; rich colour pallete; colour fast; antistatic and easy to clean                                                                                                               ,                                                                                                                                                                                                                                                          ,Turkey     ,Heat set polypropylene frise                                     ,                                                                 ,Machine made        ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight.                                                                      ,3,160cm x 235cm        160,2.55,00449.20,20,359,AMO_1506_63_V,AMO_1506_63_S,AMO_1506_63_L, 
Q,AMO.1512.05.158,AMORE                                                       ,Modern                                                           ,Amore is a range of bright reds and yellows. Superb quality with a beautiful finish; this range is a range you will simply fall in love with.                                                                                                             ,Heat set polypropylene frise; machine made.                                                                                                                                                                                                               ,Non-shedding; highly stain resistant; durable; tight weave; soft under foot; rich colour pallete; colour fast; antistatic and easy to clean                                                                                                               ,                                                                                                                                                                                                                                                          ,Turkey     ,Heat set polypropylene frise                                     ,                                                                 ,Machine made        ,Regular vacuuming required. Do not use power or rotary head vacuum cleaners. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight.                                                                      ,1,160cm x 235cm        160,2.55,449,20,359,AMO_1512_05_V,AMO_1512_05_S,AMO_1512_05_L, 
Q,LON.5117.80.120,LONDON                                                      ,Modern                                                           ,London features all of this years fashion colours in modern unique designs. This range will add fun and excitement to any tired room.                                                                                                                     ,100% heat set polypropylene; machine made                                                                                                                                                                                                                 ,Non-shedding; highly stain resistant; durable; tight weave; soft under foot; vibrant colours; colourfast; antistatic and easy to clean.                                                                                                                   ,                                                                                                                                                                                                                                                          ,BELGIUM    ,100% Heat Set Polypropylene                                      ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,Machine Made        ,Regular vacuuming required. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight.                                                                                                                       ,11,120cm x 170cm        120,2.42,249,20,199,LON_5117_80_V,LON_5117_80_S,LON_5117_80_L, 
Q,LON.5117.80.121,LONDON                                                      ,Modern                                                           ,London features all of this years fashion colours in modern unique designs. This range will add fun and excitement to any tired room.                                                                                                                     ,100% heat set polypropylene; machine made                                                                                                                                                                                                                 ,Non-shedding; highly stain resistant; durable; tight weave; soft under foot; vibrant colours; colourfast; antistatic and easy to clean.                                                                                                                   ,                                                                                                                                                                                                                                                          ,BELGIUM    ,100% Heat Set Polypropylene                                      ,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,Machine Made        ,Regular vacuuming required. Professional cleaning recommended. Any spills should be blotted up immediately. Keep out of direct sunlight.                                                                                                                       ,12,120cm x 170cm        121,2.42,249,20,199,LON_5117_80_V,LON_5117_80_S,LON_5117_80_L, 
